,epoch,training_loss
0,1,0.23165216
1,2,0.21783975
2,3,0.20830832
3,4,0.20172009
4,5,0.19756687
5,6,0.19449905
6,7,0.19229648
7,8,0.19082676
8,9,0.18988556
9,10,0.18930069
10,11,0.1889408
11,12,0.18812194
12,13,0.1882627
13,14,0.18813632
14,15,0.1879806
15,16,0.18766882
16,17,0.18705234
17,18,0.18742868
18,19,0.18716215
19,20,0.18644391
20,21,0.18730775
21,22,0.1875952
22,23,0.18740821
23,24,0.18663733
24,25,0.18727511
25,26,0.1874003
26,27,0.18692814
27,28,0.18685989
28,29,0.18684553
29,30,0.18678777
30,31,0.18646021
31,32,0.18707095
32,33,0.18626621
33,34,0.1862822
34,35,0.18642189
35,36,0.18701138
36,37,0.18639229
37,38,0.18625833
38,39,0.18617123
39,40,0.185375
40,41,0.185899
41,42,0.1858319
42,43,0.18484671
43,44,0.18441784
44,45,0.18538791
45,46,0.18411869
46,47,0.18464856
47,48,0.18471329
48,49,0.1850386
49,50,0.18470922
50,51,0.18424423
51,52,0.18426819
52,53,0.18474603
53,54,0.1842959
54,55,0.18367623
55,56,0.18398124
56,57,0.18351677
57,58,0.18403336
58,59,0.18351361
59,60,0.18410839
60,61,0.18266082
61,62,0.18293443
62,63,0.18291168
63,64,0.18312863
64,65,0.1827451
65,66,0.18215182
66,67,0.18294623
67,68,0.18243644
68,69,0.18238327
69,70,0.18229733
70,71,0.18201786
71,72,0.18180694
72,73,0.18128458
73,74,0.18146227
74,75,0.18190329
75,76,0.18127237
76,77,0.18143731
77,78,0.18065254
78,79,0.18100467
79,80,0.17995144
80,81,0.1808815
81,82,0.18108124
82,83,0.18066663
83,84,0.18066828
84,85,0.1800957
85,86,0.18045229
86,87,0.1806481
87,88,0.18077765
88,89,0.18017676
89,90,0.18014477
90,91,0.17977199
91,92,0.17901844
92,93,0.17948127
93,94,0.17977652
94,95,0.17942795
95,96,0.1795391
96,97,0.17972021
97,98,0.17938416
98,99,0.1784062
99,100,0.17985605
100,101,0.17912665
101,102,0.17863636
102,103,0.17854044
103,104,0.17850627
104,105,0.17876025
105,106,0.17845035
106,107,0.17830764
107,108,0.17812161
108,109,0.17808114
109,110,0.17754784
110,111,0.1779551
111,112,0.17852804
112,113,0.1781445
113,114,0.17765261
114,115,0.17727397
115,116,0.17821601
116,117,0.17750707
117,118,0.17701611
118,119,0.17761728
119,120,0.17767476
120,121,0.17758238
121,122,0.17737609
122,123,0.17808938
123,124,0.17692126
124,125,0.17656003
125,126,0.1776803
126,127,0.17673963
127,128,0.177284
128,129,0.17705737
129,130,0.17729443
130,131,0.17602131
131,132,0.17725712
132,133,0.17682993
133,134,0.17686729
134,135,0.17690091
135,136,0.1772761
136,137,0.17633595
137,138,0.17595214
138,139,0.17631234
139,140,0.17578714
140,141,0.17655118
141,142,0.17623791
142,143,0.17621967
143,144,0.17625974
144,145,0.17636682
145,146,0.17579322
146,147,0.17552479
147,148,0.17543243
148,149,0.1758174
149,150,0.17552476
150,151,0.17585902
151,152,0.17540286
152,153,0.17545077
153,154,0.17526579
154,155,0.17552623
155,156,0.1755289
156,157,0.17463218
157,158,0.17475457
158,159,0.17531589
159,160,0.17471814
160,161,0.17559332
161,162,0.17549948
162,163,0.17488495
163,164,0.17536303
164,165,0.17422669
165,166,0.17446926
166,167,0.17493783
167,168,0.1751091
168,169,0.17450327
169,170,0.174733
170,171,0.17456014
171,172,0.17435697
172,173,0.17475142
173,174,0.17474388
174,175,0.17452787
175,176,0.17493825
176,177,0.17433041
177,178,0.1740838
178,179,0.17478232
179,180,0.17415316
180,181,0.17425941
181,182,0.17436963
182,183,0.17419562
183,184,0.17395973
184,185,0.17369819
185,186,0.17407317
186,187,0.17417154
187,188,0.174393
188,189,0.17370325
189,190,0.17369962
190,191,0.17349496
191,192,0.17426708
192,193,0.17350577
193,194,0.17364383
194,195,0.17214471
195,196,0.17391518
196,197,0.17307407
197,198,0.17303394
198,199,0.17311072
199,200,0.17273587
200,201,0.1729077
201,202,0.17300098
202,203,0.17336355
203,204,0.17264426
204,205,0.17288648
205,206,0.17335199
206,207,0.17257342
207,208,0.17266203
208,209,0.17238529
209,210,0.17139299
210,211,0.1720658
211,212,0.17224674
212,213,0.17142127
213,214,0.17259696
214,215,0.17209005
215,216,0.1712258
216,217,0.17148258
217,218,0.17141922
218,219,0.17197314
219,220,0.17145532
220,221,0.171871
221,222,0.17168283
222,223,0.17156403
223,224,0.1710913
224,225,0.17136984
225,226,0.17096701
226,227,0.17051364
227,228,0.17089832
228,229,0.17106208
229,230,0.17063576
230,231,0.17049095
231,232,0.17085607
232,233,0.17082424
233,234,0.17013437
234,235,0.16988625
235,236,0.17015517
236,237,0.17066626
237,238,0.17013465
238,239,0.1691283
239,240,0.1700101
240,241,0.16971546
241,242,0.16953833
242,243,0.16977353
243,244,0.16920309
244,245,0.16890411
245,246,0.16901031
246,247,0.16896412
247,248,0.16853192
248,249,0.16897336
249,250,0.16890402
250,251,0.16880925
251,252,0.16912663
252,253,0.1687128
253,254,0.16832818
254,255,0.16867152
255,256,0.16854829
256,257,0.16810152
257,258,0.16825968
258,259,0.16807193
259,260,0.16778488
260,261,0.16772723
261,262,0.16801302
262,263,0.1679857
263,264,0.1671839
264,265,0.1679812
265,266,0.16721134
266,267,0.16683425
267,268,0.16791129
268,269,0.16743003
269,270,0.16779551
270,271,0.16656913
271,272,0.16731024
272,273,0.16776648
273,274,0.16745733
274,275,0.1676001
275,276,0.16724154
276,277,0.1673294
277,278,0.16734047
278,279,0.16642097
279,280,0.16673048
280,281,0.16619718
281,282,0.1662276
282,283,0.16699892
283,284,0.16607702
284,285,0.16626237
285,286,0.16618676
286,287,0.16591316
287,288,0.16544873
288,289,0.16584784
289,290,0.16610599
290,291,0.16573486
291,292,0.16587979
292,293,0.16493009
293,294,0.16571835
294,295,0.16614224
295,296,0.16540226
296,297,0.1649659
297,298,0.16527414
298,299,0.16514283
299,300,0.16524683
300,301,0.16481787
301,302,0.16506591
302,303,0.1643358
303,304,0.16447853
304,305,0.16370864
305,306,0.1641553
306,307,0.16443041
307,308,0.1635683
308,309,0.16440563
309,310,0.16358013
310,311,0.1634123
311,312,0.16352299
312,313,0.16309775
313,314,0.16314586
314,315,0.1625939
315,316,0.16246447
316,317,0.16278732
317,318,0.16233163
318,319,0.16222379
319,320,0.1622121
320,321,0.1622373
321,322,0.16194019
322,323,0.161817
323,324,0.16185667
324,325,0.16111386
325,326,0.16129489
326,327,0.16102612
327,328,0.1614595
328,329,0.16078818
329,330,0.16076477
330,331,0.16116089
331,332,0.1597257
332,333,0.16010287
333,334,0.1600272
334,335,0.16014951
335,336,0.16083133
336,337,0.15930496
337,338,0.15906309
338,339,0.15955198
339,340,0.15887128
340,341,0.15838952
341,342,0.15895674
342,343,0.15835018
343,344,0.15850411
344,345,0.15859677
345,346,0.15843716
346,347,0.15805459
347,348,0.1581192
348,349,0.15768345
349,350,0.15771326
350,351,0.15708262
351,352,0.15647125
352,353,0.15695973
353,354,0.15710585
354,355,0.15672216
355,356,0.15645257
356,357,0.15624642
357,358,0.1553508
358,359,0.15597633
359,360,0.15564872
360,361,0.15530615
361,362,0.15501675
362,363,0.15466201
363,364,0.1552438
364,365,0.15470141
365,366,0.15547134
366,367,0.15444739
367,368,0.15467416
368,369,0.15391229
369,370,0.15359071
370,371,0.1541241
371,372,0.15407458
372,373,0.15333281
373,374,0.15317391
374,375,0.15325394
375,376,0.15252051
376,377,0.15294905
377,378,0.15254837
378,379,0.15226318
379,380,0.15240787
380,381,0.15286301
381,382,0.15228862
382,383,0.15170164
383,384,0.15116015
384,385,0.15194158
385,386,0.15184829
386,387,0.15187404
387,388,0.15077402
388,389,0.15111658
389,390,0.15068284
390,391,0.15041532
391,392,0.15068652
392,393,0.14990517
393,394,0.14993054
394,395,0.1504981
395,396,0.15013602
396,397,0.14941745
397,398,0.14977545
398,399,0.1495375
399,400,0.14953648
400,401,0.14980435
401,402,0.14995986
402,403,0.14900453
403,404,0.14888245
404,405,0.14877939
405,406,0.14834033
406,407,0.14848849
407,408,0.14783081
408,409,0.14875157
409,410,0.14868262
410,411,0.14856906
411,412,0.14802594
412,413,0.14834033
413,414,0.14863783
414,415,0.14813763
415,416,0.14671043
416,417,0.1470896
417,418,0.14721206
418,419,0.14710891
419,420,0.14719446
420,421,0.14774866
421,422,0.14758353
422,423,0.1469076
423,424,0.14654908
424,425,0.14657968
425,426,0.14658056
426,427,0.14651129
427,428,0.14635187
428,429,0.14599518
429,430,0.14653903
430,431,0.14633514
431,432,0.14503458
432,433,0.14611667
433,434,0.14593224
434,435,0.14633949
435,436,0.14553265
436,437,0.14531873
437,438,0.14498456
438,439,0.14459674
439,440,0.14481112
440,441,0.14453648
441,442,0.14559828
442,443,0.14511333
443,444,0.14538825
444,445,0.14494467
445,446,0.14516121
446,447,0.14376618
447,448,0.14469568
448,449,0.14397678
449,450,0.14436787
450,451,0.14410444
451,452,0.14451133
452,453,0.14346084
453,454,0.1438741
454,455,0.14353196
455,456,0.14323702
456,457,0.14381775
457,458,0.14405313
458,459,0.1432092
459,460,0.14350836
460,461,0.14314617
461,462,0.14259817
462,463,0.1431749
463,464,0.1428398
464,465,0.14259604
465,466,0.14185809
466,467,0.14218833
467,468,0.14201732
468,469,0.14210548
469,470,0.14170298
470,471,0.1415361
471,472,0.14082447
472,473,0.1414163
473,474,0.14152093
474,475,0.14124759
475,476,0.14172807
476,477,0.14110257
477,478,0.1408418
478,479,0.14106022
479,480,0.14095245
480,481,0.14055279
481,482,0.14078592
482,483,0.14102346
483,484,0.14031331
484,485,0.1411933
485,486,0.14026007
486,487,0.14012428
487,488,0.1398345
488,489,0.14025469
489,490,0.14017507
490,491,0.14030896
491,492,0.13946381
492,493,0.13963665
493,494,0.13963129
494,495,0.13929455
495,496,0.13941827
496,497,0.13877225
497,498,0.13925825
498,499,0.13948697
499,500,0.13915685
500,501,0.13892101
501,502,0.13876162
502,503,0.13808417
503,504,0.13892187
504,505,0.13905063
505,506,0.13916643
506,507,0.13856038
507,508,0.13914822
508,509,0.13871723
509,510,0.13791254
510,511,0.13769284
511,512,0.13778302
512,513,0.13726556
513,514,0.1380492
514,515,0.13800555
515,516,0.13779153
516,517,0.13723218
517,518,0.13698144
518,519,0.13772817
519,520,0.13691741
520,521,0.13747069
521,522,0.13689075
522,523,0.13664523
523,524,0.1370833
524,525,0.13702914
525,526,0.13676211
526,527,0.13709018
527,528,0.1367164
528,529,0.13600536
529,530,0.13683355
530,531,0.1361673
531,532,0.13607538
532,533,0.13552701
533,534,0.13545811
534,535,0.13593978
535,536,0.13556986
536,537,0.13529794
537,538,0.13618872
538,539,0.13557602
539,540,0.13587147
540,541,0.13498902
541,542,0.13547015
542,543,0.13548769
543,544,0.13480613
544,545,0.1351037
545,546,0.13505112
546,547,0.13485758
547,548,0.13547601
548,549,0.13493612
549,550,0.13446379
550,551,0.13430506
551,552,0.13412385
552,553,0.13462442
553,554,0.13424915
554,555,0.13436742
555,556,0.13441929
556,557,0.13364671
557,558,0.13380373
558,559,0.13357753
559,560,0.13370939
560,561,0.13377206
561,562,0.13400638
562,563,0.13361178
563,564,0.13355365
564,565,0.13358252
565,566,0.13337407
566,567,0.13323772
567,568,0.133644
568,569,0.13283128
569,570,0.13313438
570,571,0.13257708
571,572,0.13293427
572,573,0.132085
573,574,0.13257252
574,575,0.13255844
575,576,0.13255481
576,577,0.13236292
577,578,0.13157688
578,579,0.13186526
579,580,0.1314326
580,581,0.13125566
581,582,0.13130316
582,583,0.1319121
583,584,0.13100404
584,585,0.13235095
585,586,0.13085882
586,587,0.13089286
587,588,0.13105692
588,589,0.1310423
589,590,0.13144131
590,591,0.13105625
591,592,0.13178308
592,593,0.13013849
593,594,0.13035738
594,595,0.13089895
595,596,0.12942493
596,597,0.13007389
597,598,0.13007562
598,599,0.13043344
599,600,0.13024513
600,601,0.13070339
601,602,0.129486
602,603,0.1299259
603,604,0.12926774
604,605,0.12994868
605,606,0.12932743
606,607,0.12840752
607,608,0.12843211
608,609,0.12865408
609,610,0.12878254
610,611,0.12885793
611,612,0.12877527
612,613,0.12832454
613,614,0.12828882
614,615,0.12818031
615,616,0.12769784
616,617,0.12793349
617,618,0.12836619
618,619,0.12735519
619,620,0.12777585
620,621,0.1277233
621,622,0.1277411
622,623,0.12736565
623,624,0.12693241
624,625,0.12753531
625,626,0.12698564
626,627,0.12754218
627,628,0.12691922
628,629,0.12663011
629,630,0.1264889
630,631,0.12663943
631,632,0.12568708
632,633,0.12604044
633,634,0.12664089
634,635,0.12583749
635,636,0.12540065
636,637,0.12529819
637,638,0.12608372
638,639,0.12521915
639,640,0.12471324
640,641,0.12557976
641,642,0.124879844
642,643,0.12466869
643,644,0.12444268
644,645,0.12517525
645,646,0.12397264
646,647,0.124447584
647,648,0.124496885
648,649,0.12389174
649,650,0.1245844
650,651,0.12351537
651,652,0.12346679
652,653,0.12302172
653,654,0.12377669
654,655,0.12304918
655,656,0.12262177
656,657,0.12302606
657,658,0.12285061
658,659,0.12305256
659,660,0.122164994
660,661,0.12266505
661,662,0.12146478
662,663,0.121648654
663,664,0.12147193
664,665,0.121799484
665,666,0.12223558
666,667,0.121047005
667,668,0.121709876
668,669,0.12108685
669,670,0.11975646
670,671,0.12065806
671,672,0.11962793
672,673,0.12074873
673,674,0.120328136
674,675,0.11971991
675,676,0.12053213
676,677,0.11990648
677,678,0.120304644
678,679,0.11948952
679,680,0.11923988
680,681,0.11884716
681,682,0.11912369
682,683,0.1182942
683,684,0.11856948
684,685,0.11770202
685,686,0.11814519
686,687,0.11809058
687,688,0.11886379
688,689,0.11829758
689,690,0.11736748
690,691,0.117043145
691,692,0.11657786
692,693,0.11678883
693,694,0.11647057
694,695,0.11640719
695,696,0.116159745
696,697,0.11548873
697,698,0.11587246
698,699,0.11485161
699,700,0.115849674
700,701,0.115140356
701,702,0.11528104
702,703,0.11430029
703,704,0.11466716
704,705,0.114526734
705,706,0.11346501
706,707,0.114057355
707,708,0.11359752
708,709,0.11331454
709,710,0.112951994
710,711,0.11306077
711,712,0.112702005
712,713,0.11226369
713,714,0.11244695
714,715,0.11206105
715,716,0.111774884
716,717,0.11185478
717,718,0.111478776
718,719,0.111352935
719,720,0.11061345
720,721,0.11027138
721,722,0.11026512
722,723,0.110000014
723,724,0.109120816
724,725,0.109923616
725,726,0.10973035
726,727,0.10961038
727,728,0.10901222
728,729,0.10870961
729,730,0.108498275
730,731,0.10798511
731,732,0.10783106
732,733,0.10769011
733,734,0.107660204
734,735,0.106404215
735,736,0.1069977
736,737,0.106269255
737,738,0.10641245
738,739,0.1062525
739,740,0.106036566
740,741,0.10544328
741,742,0.10487862
742,743,0.10477557
743,744,0.10505062
744,745,0.10482753
745,746,0.10409397
746,747,0.10380792
747,748,0.10346224
748,749,0.10322886
749,750,0.10288354
750,751,0.10250603
751,752,0.102318905
752,753,0.10231386
753,754,0.102253474
754,755,0.10204451
755,756,0.10143434
756,757,0.10094827
757,758,0.1012899
758,759,0.10046665
759,760,0.0998358
760,761,0.0995851
761,762,0.09935987
762,763,0.09916272
763,764,0.09881453
764,765,0.098910935
765,766,0.098162115
766,767,0.09758543
767,768,0.09742177
768,769,0.09753162
769,770,0.09707444
770,771,0.09556694
771,772,0.092459105
772,773,0.09059361
773,774,0.0899881
774,775,0.08864696
775,776,0.08819952
776,777,0.087410875
777,778,0.08631965
778,779,0.085472964
779,780,0.08500855
780,781,0.08399604
781,782,0.083144866
782,783,0.08290901
783,784,0.08210063
784,785,0.08111626
785,786,0.08042499
786,787,0.08013785
787,788,0.07942746
788,789,0.0783622
789,790,0.07761302
790,791,0.07684702
791,792,0.07625937
792,793,0.07499144
793,794,0.07470061
794,795,0.074065045
795,796,0.07354715
796,797,0.07269284
797,798,0.07157193
798,799,0.07077252
799,800,0.07012141
800,801,0.06998973
801,802,0.06919676
802,803,0.067961246
803,804,0.06730736
804,805,0.06656762
805,806,0.065894
806,807,0.06551461
807,808,0.064224415
808,809,0.06339201
809,810,0.06293196
810,811,0.06201848
811,812,0.061464813
812,813,0.060705084
813,814,0.0597726
814,815,0.05927746
815,816,0.058266517
816,817,0.05775165
817,818,0.056952678
818,819,0.056250222
819,820,0.05588305
820,821,0.0548339
821,822,0.054416228
822,823,0.05399729
823,824,0.053726718
824,825,0.052525878
825,826,0.05255491
826,827,0.052323297
827,828,0.051201202
828,829,0.05127727
829,830,0.051483773
830,831,0.049942482
831,832,0.050870728
832,833,0.050016675
833,834,0.050091416
834,835,0.049815282
835,836,0.04978559
836,837,0.048763007
837,838,0.048512205
838,839,0.048558228
839,840,0.048507154
840,841,0.04823775
841,842,0.04761194
842,843,0.047373526
843,844,0.048182283
844,845,0.047051203
845,846,0.047311082
846,847,0.046667308
847,848,0.04729137
848,849,0.046611845
849,850,0.046182748
850,851,0.04506471
851,852,0.04680476
852,853,0.04577505
853,854,0.045094933
854,855,0.045988586
855,856,0.044361617
856,857,0.044125244
857,858,0.04185252
858,859,0.038649112
859,860,0.03504162
860,861,0.03262966
861,862,0.030863293
862,863,0.029104698
863,864,0.027559599
864,865,0.02649115
865,866,0.026696766
866,867,0.025619164
867,868,0.025784196
868,869,0.022609048
869,870,0.023255173
870,871,0.022644643
871,872,0.023009915
872,873,0.020523094
873,874,0.019051692
874,875,0.018254437
875,876,0.017510265
876,877,0.017786093
877,878,0.013984254
878,879,0.01544054
879,880,0.014241912
880,881,0.014001844
881,882,0.013560552
882,883,0.013530726
883,884,0.013376518
884,885,0.0112011265
885,886,0.010193274
886,887,0.009888864
887,888,0.009686157
888,889,0.009160875
889,890,0.012277684
890,891,0.010154491
891,892,0.008258572
892,893,0.008047415
893,894,0.007804464
894,895,0.007448322
895,896,0.007263456
896,897,0.006984577
897,898,0.006758047
898,899,0.0065409127
899,900,0.006291291
900,901,0.006134774
901,902,0.005955929
902,903,0.005721674
903,904,0.005536802
904,905,0.0053744903
905,906,0.0052480437
906,907,0.0050210305
907,908,0.0048747747
908,909,0.004816944
909,910,0.004599737
910,911,0.004547998
911,912,0.0044339346
912,913,0.0042921766
913,914,0.004206165
914,915,0.0041311337
915,916,0.0040010437
916,917,0.003842677
917,918,0.0037739172
918,919,0.0037016706
919,920,0.0035266434
920,921,0.003523989
921,922,0.0033905578
922,923,0.0033110934
923,924,0.0032857743
924,925,0.0031854901
925,926,0.0031196699
926,927,0.0030190484
927,928,0.0029629918
928,929,0.0029158392
929,930,0.0028628006
930,931,0.002764555
931,932,0.002725654
932,933,0.0026491138
933,934,0.002620733
934,935,0.002564149
935,936,0.0024978875
936,937,0.0024675403
937,938,0.0024190054
938,939,0.0023778733
939,940,0.0023237816
940,941,0.002285513
941,942,0.002208971
942,943,0.0022009602
943,944,0.0021402773
944,945,0.0021204876
945,946,0.0020621365
946,947,0.002016737
947,948,0.0020001095
948,949,0.0019530067
949,950,0.0019441829
950,951,0.0019166581
951,952,0.0018758721
952,953,0.0018408084
953,954,0.0018015286
954,955,0.0017844235
955,956,0.0017553071
956,957,0.0017178684
957,958,0.001697535
958,959,0.0016525509
959,960,0.0016424282
960,961,0.0016118021
961,962,0.0015869047
962,963,0.0015633077
963,964,0.0015392995
964,965,0.0015096384
965,966,0.0014989014
966,967,0.0014653371
967,968,0.0014413514
968,969,0.0014299859
969,970,0.0014052229
970,971,0.0013873084
971,972,0.0013745355
972,973,0.0013478708
973,974,0.0013421553
974,975,0.0013211954
975,976,0.0012849908
976,977,0.0012713006
977,978,0.0012752832
978,979,0.0012402432
979,980,0.0012308932
980,981,0.001222335
981,982,0.0011900251
982,983,0.0011856353
983,984,0.0011658798
984,985,0.001167161
985,986,0.001136838
986,987,0.0011159052
987,988,0.001107287
988,989,0.0011090877
989,990,0.001086435
990,991,0.0010877211
991,992,0.0010564615
992,993,0.0010439984
993,994,0.0010254991
994,995,0.0010300691
995,996,0.0010019004
996,997,0.0010072775
997,998,0.000982727
998,999,0.00097552803
999,1000,0.00096884096
1000,1001,0.00095904694
1001,1002,0.0009463427
1002,1003,0.0009208432
1003,1004,0.00092776737
1004,1005,0.00090988365
1005,1006,0.0008979025
1006,1007,0.0009070645
1007,1008,0.0008972144
1008,1009,0.0008747258
1009,1010,0.00086258457
1010,1011,0.00085883256
1011,1012,0.000846278
1012,1013,0.00085063936
1013,1014,0.0008317926
1014,1015,0.0008255647
1015,1016,0.00081852125
1016,1017,0.0008089521
1017,1018,0.0007950188
1018,1019,0.0007887254
1019,1020,0.0007810107
1020,1021,0.0007679466
1021,1022,0.00076749886
1022,1023,0.0007623206
1023,1024,0.00075376866
1024,1025,0.0007432989
1025,1026,0.00074313465
1026,1027,0.00072967506
1027,1028,0.0007333545
1028,1029,0.0007192851
1029,1030,0.00071464444
1030,1031,0.000702624
1031,1032,0.0007081762
1032,1033,0.00069182203
1033,1034,0.0006808925
1034,1035,0.0006836402
1035,1036,0.00067139376
1036,1037,0.0006571649
1037,1038,0.0006599531
1038,1039,0.00066027784
1039,1040,0.00065690506
1040,1041,0.00064574694
1041,1042,0.00064705417
1042,1043,0.0006396725
1043,1044,0.000627205
1044,1045,0.0006247585
1045,1046,0.0006209067
1046,1047,0.0006173418
1047,1048,0.00060742424
1048,1049,0.00060645794
1049,1050,0.0005987903
1050,1051,0.00059072115
1051,1052,0.00059502793
1052,1053,0.00059032603
1053,1054,0.00057766034
1054,1055,0.00057878444
1055,1056,0.00056572194
1056,1057,0.0005654753
1057,1058,0.00056410016
1058,1059,0.0005544347
